state,year,monthno,pop,drug_all,drug_synthetic,drug_other,drug_opium_coke,state_fips
nebraska,2018,7,589386.9999999999,103,5,76,22,31
nebraska,2018,8,589386.9999999999,123,7,107,9,31
nebraska,2018,9,589386.9999999999,119,8,101,10,31
nebraska,2018,10,589386.9999999999,115,1,102,12,31
nebraska,2018,11,589386.9999999999,98,5,77,16,31
nebraska,2018,12,589386.9999999999,117,0,95,22,31
nebraska,2019,1,592325.9999999999,110,4,83,23,31
nebraska,2019,2,592325.9999999999,92,2,76,14,31
nebraska,2019,3,592325.9999999999,109,5,84,20,31
nebraska,2019,4,592325.9999999999,81,5,67,9,31
nebraska,2019,5,592325.9999999999,108,1,93,14,31
nebraska,2019,6,592325.9999999999,98,5,86,7,31
nebraska,2019,7,592325.9999999999,95,3,89,3,31
nebraska,2019,8,592325.9999999999,100,2,94,4,31
nebraska,2019,9,592325.9999999999,89,3,82,4,31
nebraska,2019,10,592325.9999999999,63,2,57,4,31
nebraska,2019,11,592325.9999999999,93,3,85,5,31
nebraska,2019,12,592325.9999999999,113,0,107,6,31
nebraska,2020,1,588052.9999999998,107,3,99,5,31
nebraska,2020,2,588052.9999999998,75,2,69,4,31
nebraska,2020,3,588052.9999999998,83,2,81,0,31
nebraska,2020,4,588052.9999999998,68,2,62,4,31
nebraska,2020,5,588052.9999999998,89,3,82,4,31
nebraska,2020,6,588052.9999999998,75,4,63,8,31
nebraska,2020,7,588052.9999999998,76,3,70,3,31
nebraska,2020,8,588052.9999999998,112,9,99,4,31
nebraska,2020,9,588052.9999999998,66,2,61,3,31
nebraska,2020,10,588052.9999999998,98,5,88,5,31
nebraska,2020,11,588052.9999999998,67,3,61,3,31
nebraska,2020,12,588052.9999999998,76,4,68,4,31
nebraska,2021,1,604315.0000000001,72,1,66,5,31
nebraska,2021,2,604315.0000000001,70,8,57,5,31
nebraska,2021,3,604315.0000000001,91,6,78,7,31
nebraska,2021,4,604315.0000000001,75,2,65,8,31
nebraska,2021,5,604315.0000000001,81,0,76,5,31
nebraska,2021,6,604315.0000000001,66,0,60,6,31
nebraska,2021,7,604315.0000000001,76,4,71,1,31
nebraska,2021,8,604315.0000000001,112,5,104,3,31
nebraska,2021,9,604315.0000000001,74,2,70,2,31
nebraska,2021,10,604315.0000000001,57,3,51,3,31
nebraska,2021,11,604315.0000000001,60,3,50,7,31
nebraska,2021,12,604315.0000000001,62,4,52,6,31
nebraska,2022,1,601841.9999999999,74,2,67,5,31
nebraska,2022,2,601841.9999999999,81,3,68,10,31
nebraska,2022,3,601841.9999999999,91,3,83,5,31
nebraska,2022,4,601841.9999999999,83,0,76,7,31
nebraska,2022,5,601841.9999999999,69,6,58,5,31
nebraska,2022,6,601841.9999999999,68,2,64,2,31
nebraska,2022,7,601841.9999999999,96,3,88,5,31
nebraska,2022,8,601841.9999999999,82,5,73,4,31
nebraska,2022,9,601841.9999999999,75,5,61,9,31
nebraska,2022,10,601841.9999999999,78,7,63,8,31
nebraska,2022,11,601841.9999999999,62,3,54,5,31
nebraska,2022,12,601841.9999999999,80,3,68,9,31
nebraska,2023,1,612481.9999999997,85,3,75,7,31
nebraska,2023,2,612481.9999999997,88,3,72,13,31
nebraska,2023,3,612481.9999999997,91,2,80,9,31
nebraska,2023,4,612481.9999999997,94,2,74,18,31
nebraska,2023,5,612481.9999999997,87,5,77,5,31
nebraska,2023,6,612481.9999999997,74,1,64,9,31
nebraska,2023,7,612481.9999999997,85,2,68,15,31
nebraska,2023,8,612481.9999999997,82,5,68,9,31
nebraska,2023,9,612481.9999999997,86,2,72,12,31
nebraska,2023,10,612481.9999999997,65,1,59,5,31
nebraska,2023,11,612481.9999999997,77,4,66,7,31
nebraska,2023,12,612481.9999999997,64,1,61,2,31
nebraska,2024,1,629933.9999999994,68,3,61,4,31
nebraska,2024,2,629933.9999999994,76,2,66,8,31
nebraska,2024,3,629933.9999999994,88,1,76,11,31
nebraska,2024,4,629933.9999999994,62,1,55,6,31
nebraska,2024,5,629933.9999999994,96,7,76,13,31
nebraska,2024,6,629933.9999999994,84,5,68,11,31
nebraska,2024,7,629933.9999999994,88,4,76,8,31
nebraska,2024,8,629933.9999999994,81,2,68,11,31
nebraska,2024,9,629933.9999999994,87,3,70,14,31
nebraska,2024,10,629933.9999999994,75,0,67,8,31
nebraska,2024,11,629933.9999999994,66,2,52,12,31
nebraska,2024,12,629933.9999999994,53,1,49,3,31
nevada,2018,1,2899225.9999999977,480,98,304,78,32
nevada,2018,2,2899225.9999999977,419,63,291,65,32
nevada,2018,3,2899225.9999999977,581,136,370,75,32
nevada,2018,4,2899225.9999999977,507,143,288,76,32
nevada,2018,5,2899225.9999999977,604,184,319,101,32
nevada,2018,6,2899225.9999999977,550,113,340,97,32
nevada,2018,7,2899225.9999999977,588,142,354,92,32
nevada,2018,8,2899225.9999999977,582,129,366,87,32
nevada,2018,9,2899225.9999999977,545,154,335,56,32
nevada,2018,10,2899225.9999999977,590,134,380,76,32
nevada,2018,11,2899225.9999999977,501,128,287,86,32
nevada,2018,12,2899225.9999999977,641,152,371,118,32
nevada,2019,1,2943753.0000000005,534,126,340,68,32
nevada,2019,2,2943753.0000000005,516,156,285,75,32
nevada,2019,3,2943753.0000000005,626,167,378,81,32
nevada,2019,4,2943753.0000000005,601,56,445,100,32
nevada,2019,5,2943753.0000000005,705,72,521,112,32
nevada,2019,6,2943753.0000000005,714,61,555,98,32
nevada,2019,7,2943753.0000000005,757,111,529,117,32
nevada,2019,8,2943753.0000000005,690,119,468,103,32
nevada,2019,9,2943753.0000000005,675,103,484,88,32
nevada,2019,10,2943753.0000000005,570,55,440,75,32
nevada,2019,11,2943753.0000000005,624,40,474,110,32
nevada,2019,12,2943753.0000000005,597,38,469,90,32
nevada,2020,1,2999581.000000002,699,45,534,120,32
nevada,2020,2,2999581.000000002,674,52,518,104,32
nevada,2020,3,2999581.000000002,537,33,407,97,32
nevada,2020,4,2999581.000000002,542,50,399,93,32
nevada,2020,5,2999581.000000002,647,64,478,105,32
nevada,2020,6,2999581.000000002,466,28,354,84,32
nevada,2020,7,2999581.000000002,559,32,408,119,32
nevada,2020,8,2999581.000000002,641,21,510,110,32
nevada,2020,9,2999581.000000002,536,15,388,133,32
nevada,2020,10,2999581.000000002,542,17,362,163,32
nevada,2020,11,2999581.000000002,466,12,337,117,32
nevada,2020,12,2999581.000000002,473,8,333,132,32
nevada,2021,1,3006710.999999998,630,13,454,163,32
nevada,2021,2,3006710.999999998,556,13,406,137,32
nevada,2021,3,3006710.999999998,666,8,486,172,32
nevada,2021,4,3006710.999999998,663,9,489,165,32
nevada,2021,5,3006710.999999998,596,15,431,150,32
nevada,2021,6,3006710.999999998,520,14,392,114,32
nevada,2021,7,3006710.999999998,522,8,383,131,32
nevada,2021,8,3006710.999999998,430,5,313,112,32
nevada,2021,9,3006710.999999998,453,8,329,116,32
nevada,2021,10,3006710.999999998,468,16,349,103,32
nevada,2021,11,3006710.999999998,365,8,255,102,32
nevada,2021,12,3006710.999999998,354,5,268,81,32
nevada,2022,1,3036801,365,5,260,100,32
nevada,2022,2,3036801,388,7,290,91,32
nevada,2022,3,3036801,479,12,337,130,32
nevada,2022,4,3036801,476,10,345,121,32
nevada,2022,5,3036801,478,15,358,105,32
nevada,2022,6,3036801,425,13,321,91,32
nevada,2022,7,3036801,453,18,329,106,32
nevada,2022,8,3036801,423,18,301,104,32
nevada,2022,9,3036801,480,20,367,93,32
nevada,2022,10,3036801,381,19,289,73,32
nevada,2022,11,3036801,370,18,267,85,32
nevada,2022,12,3036801,450,17,347,86,32
nevada,2023,1,3055012.9999999986,446,8,356,82,32
nevada,2023,2,3055012.9999999986,461,16,331,114,32
nevada,2023,3,3055012.9999999986,534,19,411,104,32
nevada,2023,4,3055012.9999999986,472,13,366,93,32
nevada,2023,5,3055012.9999999986,474,15,370,89,32
nevada,2023,6,3055012.9999999986,528,27,398,103,32
nevada,2023,7,3055012.9999999986,492,20,369,103,32
nevada,2023,8,3055012.9999999986,481,27,367,87,32
nevada,2023,9,3055012.9999999986,533,28,413,92,32
nevada,2023,10,3055012.9999999986,465,19,355,91,32
nevada,2023,11,3055012.9999999986,437,15,327,95,32
nevada,2023,12,3055012.9999999986,473,20,346,107,32
nevada,2024,1,3125056.9999999977,508,19,392,97,32
nevada,2024,2,3125056.9999999977,535,21,425,89,32
nevada,2024,3,3125056.9999999977,605,28,468,109,32
nevada,2024,4,3125056.9999999977,541,24,418,99,32
nevada,2024,5,3125056.9999999977,545,21,436,88,32
nevada,2024,6,3125056.9999999977,451,12,363,76,32
nevada,2024,7,3125056.9999999977,492,4,395,93,32
nevada,2024,8,3125056.9999999977,513,17,404,92,32
nevada,2024,9,3125056.9999999977,501,11,398,92,32
nevada,2024,10,3125056.9999999977,463,12,363,88,32
nevada,2024,11,3125056.9999999977,396,15,301,80,32
nevada,2024,12,3125056.9999999977,383,6,305,72,32
new hampshire,2018,1,820744,170,8,60,102,33
new hampshire,2018,2,820744,168,15,56,97,33
new hampshire,2018,3,820744,174,15,65,94,33
new hampshire,2018,4,820744,218,27,75,116,33
new hampshire,2018,5,820744,248,22,66,160,33
new hampshire,2018,6,820744,224,18,79,127,33
new hampshire,2018,7,820744,206,20,71,115,33
new hampshire,2018,8,820744,212,18,78,116,33
new hampshire,2018,9,820744,229,22,90,117,33
new hampshire,2018,10,820744,204,21,78,105,33
new hampshire,2018,11,820744,166,18,56,92,33
new hampshire,2018,12,820744,180,16,78,86,33
new hampshire,2019,1,827916.9999999994,195,12,81,102,33
new hampshire,2019,2,827916.9999999994,161,17,54,90,33
new hampshire,2019,3,827916.9999999994,185,12,72,101,33
new hampshire,2019,4,827916.9999999994,234,30,78,126,33
new hampshire,2019,5,827916.9999999994,172,14,65,93,33
new hampshire,2019,6,827916.9999999994,186,18,72,96,33
new hampshire,2019,7,827916.9999999994,179,14,69,96,33
new hampshire,2019,8,827916.9999999994,176,11,63,102,33
new hampshire,2019,9,827916.9999999994,180,17,77,86,33
new hampshire,2019,10,827916.9999999994,166,9,65,92,33
new hampshire,2019,11,827916.9999999994,141,15,56,70,33
new hampshire,2019,12,827916.9999999994,119,11,59,49,33
new hampshire,2020,1,831958.9999999995,172,12,61,99,33
new hampshire,2020,2,831958.9999999995,183,8,63,112,33
new hampshire,2020,3,831958.9999999995,115,8,48,59,33
new hampshire,2020,4,831958.9999999995,83,7,30,46,33
new hampshire,2020,5,831958.9999999995,155,7,47,101,33
new hampshire,2020,6,831958.9999999995,200,25,42,133,33
new hampshire,2020,7,831958.9999999995,181,20,49,112,33
new hampshire,2020,8,831958.9999999995,153,13,49,91,33
new hampshire,2020,9,831958.9999999995,167,11,68,88,33
new hampshire,2020,10,831958.9999999995,172,14,64,94,33
new hampshire,2020,11,831958.9999999995,134,10,63,61,33
new hampshire,2020,12,831958.9999999995,120,7,45,68,33
new hampshire,2021,1,840220.0000000003,136,14,53,69,33
new hampshire,2021,2,840220.0000000003,133,9,54,70,33
new hampshire,2021,3,840220.0000000003,158,9,66,83,33
new hampshire,2021,4,840220.0000000003,156,11,63,82,33
new hampshire,2021,5,840220.0000000003,164,13,62,89,33
new hampshire,2021,6,840220.0000000003,174,17,60,97,33
new hampshire,2021,7,840220.0000000003,170,15,64,91,33
new hampshire,2021,8,840220.0000000003,173,20,71,82,33
new hampshire,2021,9,840220.0000000003,150,8,56,86,33
new hampshire,2021,10,840220.0000000003,145,12,49,84,33
new hampshire,2021,11,840220.0000000003,146,20,51,75,33
new hampshire,2021,12,840220.0000000003,152,4,63,85,33
new hampshire,2022,1,851997.0000000002,142,15,43,84,33
new hampshire,2022,2,851997.0000000002,128,10,38,80,33
new hampshire,2022,3,851997.0000000002,189,13,73,103,33
new hampshire,2022,4,851997.0000000002,168,7,64,97,33
new hampshire,2022,5,851997.0000000002,158,9,44,105,33
new hampshire,2022,6,851997.0000000002,185,17,58,110,33
new hampshire,2022,7,851997.0000000002,155,9,57,89,33
new hampshire,2022,8,851997.0000000002,144,9,56,79,33
new hampshire,2022,9,851997.0000000002,145,7,49,89,33
new hampshire,2022,10,851997.0000000002,130,9,44,77,33
new hampshire,2022,11,851997.0000000002,99,6,34,59,33
new hampshire,2022,12,851997.0000000002,115,10,38,67,33
new hampshire,2023,1,857809.9999999998,125,5,43,77,33
new hampshire,2023,2,857809.9999999998,118,6,41,71,33
new hampshire,2023,3,857809.9999999998,155,11,52,92,33
new hampshire,2023,4,857809.9999999998,138,1,55,82,33
new hampshire,2023,5,857809.9999999998,119,9,39,71,33
new hampshire,2023,6,857809.9999999998,140,9,41,90,33
new hampshire,2023,7,857809.9999999998,106,6,31,69,33
new hampshire,2023,8,857809.9999999998,119,6,34,79,33
new hampshire,2023,9,857809.9999999998,102,9,29,64,33
new hampshire,2023,10,857809.9999999998,73,6,18,49,33
new hampshire,2023,11,857809.9999999998,75,7,17,51,33
new hampshire,2023,12,857809.9999999998,92,7,41,44,33
new hampshire,2024,1,860531.0000000013,109,11,28,70,33
new hampshire,2024,2,860531.0000000013,102,5,29,68,33
new hampshire,2024,3,860531.0000000013,132,3,43,86,33
new hampshire,2024,4,860531.0000000013,138,4,45,89,33
new hampshire,2024,5,860531.0000000013,147,6,44,97,33
new hampshire,2024,6,860531.0000000013,151,9,23,119,33
new hampshire,2024,7,860531.0000000013,159,4,55,100,33
new hampshire,2024,8,860531.0000000013,125,10,32,83,33
new hampshire,2024,9,860531.0000000013,141,4,50,87,33
new hampshire,2024,10,860531.0000000013,118,7,33,78,33
new hampshire,2024,11,860531.0000000013,120,4,30,86,33
new hampshire,2024,12,860531.0000000013,105,2,31,72,33
new jersey,2018,1,2194275.000000001,299,32,23,244,34
new jersey,2018,2,2194275.000000001,336,28,22,286,34
new jersey,2018,3,2194275.000000001,320,15,12,293,34
new jersey,2018,4,2194275.000000001,284,13,6,265,34
new jersey,2018,5,2194275.000000001,347,28,13,306,34
new jersey,2018,6,2194275.000000001,269,19,19,231,34
new jersey,2018,7,2194275.000000001,328,13,23,292,34
new jersey,2018,8,2194275.000000001,344,24,19,301,34
new jersey,2018,9,2194275.000000001,346,21,16,309,34
new jersey,2018,10,2194275.000000001,313,14,22,277,34
new jersey,2018,11,2194275.000000001,238,7,10,221,34
new jersey,2018,12,2194275.000000001,193,11,14,168,34
new jersey,2019,1,2184168.999999999,300,19,25,256,34
new jersey,2019,2,2184168.999999999,210,13,12,185,34
new jersey,2019,3,2184168.999999999,307,22,35,250,34
new jersey,2019,4,2184168.999999999,341,14,79,248,34
new jersey,2019,5,2184168.999999999,248,21,22,205,34
new jersey,2019,6,2184168.999999999,248,14,37,197,34
new jersey,2019,7,2184168.999999999,317,27,27,263,34
new jersey,2019,8,2184168.999999999,378,31,46,301,34
new jersey,2019,9,2184168.999999999,283,25,26,232,34
new jersey,2019,10,2184168.999999999,263,15,24,224,34
new jersey,2019,11,2184168.999999999,263,15,20,228,34
new jersey,2019,12,2184168.999999999,204,17,22,165,34
new jersey,2020,1,2185532.9999999995,335,27,26,282,34
new jersey,2020,2,2185532.9999999995,289,28,23,238,34
new jersey,2020,3,2185532.9999999995,176,13,15,148,34
new jersey,2020,4,2185532.9999999995,37,1,1,35,34
new jersey,2020,5,2185532.9999999995,73,5,8,60,34
new jersey,2020,6,2185532.9999999995,123,4,14,105,34
new jersey,2020,7,2185532.9999999995,142,10,33,99,34
new jersey,2020,8,2185532.9999999995,202,7,24,171,34
new jersey,2020,9,2185532.9999999995,207,15,21,171,34
new jersey,2020,10,2185532.9999999995,208,23,20,165,34
new jersey,2020,11,2185532.9999999995,98,7,7,84,34
new jersey,2020,12,2185532.9999999995,112,5,15,92,34
new jersey,2021,1,2271300.0000000014,106,11,25,70,34
new jersey,2021,2,2271300.0000000014,88,3,34,51,34
new jersey,2021,3,2271300.0000000014,77,3,22,52,34
new jersey,2021,4,2271300.0000000014,79,2,12,65,34
new jersey,2021,5,2271300.0000000014,120,1,23,96,34
new jersey,2021,6,2271300.0000000014,114,3,13,98,34
new jersey,2021,7,2271300.0000000014,137,2,27,108,34
new jersey,2021,8,2271300.0000000014,116,6,17,93,34
new jersey,2021,9,2271300.0000000014,134,4,20,110,34
new jersey,2021,10,2271300.0000000014,123,6,17,100,34
new jersey,2021,11,2271300.0000000014,89,3,10,76,34
new jersey,2021,12,2271300.0000000014,106,6,16,84,34
new jersey,2022,1,2299748.000000001,129,4,26,99,34
new jersey,2022,2,2299748.000000001,118,7,22,89,34
new jersey,2022,3,2299748.000000001,147,12,32,103,34
new jersey,2022,4,2299748.000000001,101,5,10,86,34
new jersey,2022,5,2299748.000000001,155,9,17,129,34
new jersey,2022,6,2299748.000000001,129,8,16,105,34
new jersey,2022,7,2299748.000000001,113,5,25,83,34
new jersey,2022,8,2299748.000000001,150,6,38,106,34
new jersey,2022,9,2299748.000000001,115,8,10,97,34
new jersey,2022,10,2299748.000000001,195,8,26,161,34
new jersey,2022,11,2299748.000000001,95,4,22,69,34
new jersey,2022,12,2299748.000000001,93,8,10,75,34
new jersey,2023,1,2305893.999999999,192,5,34,153,34
new jersey,2023,2,2305893.999999999,139,5,17,117,34
new jersey,2023,3,2305893.999999999,124,7,20,97,34
new jersey,2023,4,2305893.999999999,133,8,25,100,34
new jersey,2023,5,2305893.999999999,155,7,24,124,34
new jersey,2023,6,2305893.999999999,141,8,33,100,34
new jersey,2023,7,2305893.999999999,168,7,29,132,34
new jersey,2023,8,2305893.999999999,145,12,21,112,34
new jersey,2023,9,2305893.999999999,134,6,25,103,34
new jersey,2023,10,2305893.999999999,157,4,27,126,34
new jersey,2023,11,2305893.999999999,123,8,15,100,34
new jersey,2023,12,2305893.999999999,117,10,14,93,34
new jersey,2024,1,2358814.999999999,156,8,22,126,34
new jersey,2024,2,2358814.999999999,152,6,28,118,34
new jersey,2024,3,2358814.999999999,172,8,41,123,34
new jersey,2024,4,2358814.999999999,140,5,19,116,34
new jersey,2024,5,2358814.999999999,170,9,29,132,34
new jersey,2024,6,2358814.999999999,191,4,28,159,34
new jersey,2024,7,2358814.999999999,191,8,43,140,34
new jersey,2024,8,2358814.999999999,177,7,25,145,34
new jersey,2024,9,2358814.999999999,164,7,22,135,34
new jersey,2024,10,2358814.999999999,174,3,30,141,34
new jersey,2024,11,2358814.999999999,179,2,18,159,34
new jersey,2024,12,2358814.999999999,140,9,21,110,34
new mexico,2018,1,941657.0000000002,89,15,45,29,35
new mexico,2018,2,941657.0000000002,99,11,51,37,35
new mexico,2018,3,941657.0000000002,127,11,72,44,35
new mexico,2018,4,941657.0000000002,94,13,53,28,35
new mexico,2018,5,941657.0000000002,114,23,47,44,35
new mexico,2018,6,941657.0000000002,90,2,67,21,35
new mexico,2018,7,941657.0000000002,85,2,51,32,35
new mexico,2018,8,941657.0000000002,77,4,46,27,35
new mexico,2018,9,941657.0000000002,97,0,63,34,35
new mexico,2018,10,941657.0000000002,58,0,35,23,35
new mexico,2018,11,941657.0000000002,75,1,50,24,35
new mexico,2018,12,941657.0000000002,76,1,48,27,35
new mexico,2019,1,942894.9999999994,70,1,43,26,35
new mexico,2019,2,942894.9999999994,54,1,31,22,35
new mexico,2019,3,942894.9999999994,67,2,39,26,35
new mexico,2019,4,942894.9999999994,65,2,30,33,35
new mexico,2019,5,942894.9999999994,71,15,28,28,35
new mexico,2019,6,942894.9999999994,98,14,44,40,35
new mexico,2019,7,942894.9999999994,60,8,29,23,35
new mexico,2019,8,942894.9999999994,100,12,47,41,35
new mexico,2019,9,942894.9999999994,78,1,38,39,35
new mexico,2019,10,942894.9999999994,95,5,57,33,35
new mexico,2019,11,942894.9999999994,75,2,45,28,35
new mexico,2019,12,942894.9999999994,76,1,44,31,35
new mexico,2020,1,945489.0000000006,90,3,49,38,35
new mexico,2020,2,945489.0000000006,97,2,62,33,35
new mexico,2020,3,945489.0000000006,92,2,65,25,35
new mexico,2020,4,945489.0000000006,55,2,31,22,35
new mexico,2020,5,945489.0000000006,86,2,55,29,35
new mexico,2020,6,945489.0000000006,85,3,51,31,35
new mexico,2020,7,945489.0000000006,121,5,66,50,35
new mexico,2020,8,945489.0000000006,130,3,73,54,35
new mexico,2020,9,945489.0000000006,143,4,85,54,35
new mexico,2020,10,945489.0000000006,111,2,66,43,35
new mexico,2020,11,945489.0000000006,83,4,50,29,35
new mexico,2020,12,945489.0000000006,106,4,65,37,35
new mexico,2021,1,949781.0000000002,117,6,77,34,35
new mexico,2021,2,949781.0000000002,96,5,55,36,35
new mexico,2021,3,949781.0000000002,110,5,74,31,35
new mexico,2021,4,949781.0000000002,105,11,72,22,35
new mexico,2021,5,949781.0000000002,102,5,78,19,35
new mexico,2021,6,949781.0000000002,99,13,64,22,35
new mexico,2021,7,949781.0000000002,105,22,61,22,35
new mexico,2021,8,949781.0000000002,113,21,70,22,35
new mexico,2021,9,949781.0000000002,91,11,64,16,35
new mexico,2021,10,949781.0000000002,85,15,60,10,35
new mexico,2021,11,949781.0000000002,39,7,25,7,35
new mexico,2021,12,949781.0000000002,63,17,36,10,35
new mexico,2022,1,948322.0000000002,78,25,42,11,35
new mexico,2022,2,948322.0000000002,87,24,52,11,35
new mexico,2022,3,948322.0000000002,111,38,55,18,35
new mexico,2022,4,948322.0000000002,126,28,83,15,35
new mexico,2022,5,948322.0000000002,111,44,56,11,35
new mexico,2022,6,948322.0000000002,116,50,54,12,35
new mexico,2022,7,948322.0000000002,116,48,57,11,35
new mexico,2022,8,948322.0000000002,147,46,80,21,35
new mexico,2022,9,948322.0000000002,147,66,68,13,35
new mexico,2022,10,948322.0000000002,88,39,43,6,35
new mexico,2022,11,948322.0000000002,141,61,71,9,35
new mexico,2022,12,948322.0000000002,153,83,62,8,35
new mexico,2023,1,948575.9999999998,138,66,63,9,35
new mexico,2023,2,948575.9999999998,172,89,78,5,35
new mexico,2023,3,948575.9999999998,178,81,82,15,35
new mexico,2023,4,948575.9999999998,203,99,90,14,35
new mexico,2023,5,948575.9999999998,184,91,71,22,35
new mexico,2023,6,948575.9999999998,212,106,89,17,35
new mexico,2023,7,948575.9999999998,200,100,88,12,35
new mexico,2023,8,948575.9999999998,204,105,86,13,35
new mexico,2023,9,948575.9999999998,247,141,89,17,35
new mexico,2023,10,948575.9999999998,252,132,100,20,35
new mexico,2023,11,948575.9999999998,202,110,77,15,35
new mexico,2023,12,948575.9999999998,161,81,72,8,35
new mexico,2024,1,949496.0000000001,158,81,62,15,35
new mexico,2024,2,949496.0000000001,187,92,85,10,35
new mexico,2024,3,949496.0000000001,171,98,60,13,35
new mexico,2024,4,949496.0000000001,234,135,80,19,35
new mexico,2024,5,949496.0000000001,253,144,99,10,35
new mexico,2024,6,949496.0000000001,238,142,70,26,35
new mexico,2024,7,949496.0000000001,337,215,105,17,35
new mexico,2024,8,949496.0000000001,311,180,116,15,35
new mexico,2024,9,949496.0000000001,299,124,134,41,35
new mexico,2024,10,949496.0000000001,234,97,102,35,35
new mexico,2024,11,949496.0000000001,228,94,86,48,35
new mexico,2024,12,949496.0000000001,206,81,90,35,35
new york,2018,1,2911537,376,15,296,65,36
new york,2018,2,2911537,396,13,324,59,36
new york,2018,3,2911537,482,41,366,75,36
new york,2018,4,2911537,490,16,400,74,36
new york,2018,5,2911537,431,5,360,66,36
new york,2018,6,2911537,487,11,394,82,36
new york,2018,7,2911537,413,5,346,62,36
new york,2018,8,2911537,449,19,347,83,36
new york,2018,9,2911537,438,20,355,63,36
new york,2018,10,2911537,476,11,374,91,36
new york,2018,11,2911537,401,8,313,80,36
new york,2018,12,2911537,356,6,281,69,36
new york,2019,1,2912947.000000001,373,6,298,69,36
new york,2019,2,2912947.000000001,355,8,290,57,36
new york,2019,3,2912947.000000001,394,15,307,72,36
new york,2019,4,2912947.000000001,437,14,331,92,36
new york,2019,5,2912947.000000001,424,10,332,82,36
new york,2019,6,2912947.000000001,465,11,391,63,36
new york,2019,7,2912947.000000001,413,10,336,67,36
new york,2019,8,2912947.000000001,428,15,344,69,36
new york,2019,9,2912947.000000001,455,8,372,75,36
new york,2019,10,2912947.000000001,402,8,324,70,36
new york,2019,11,2912947.000000001,357,19,280,58,36
new york,2019,12,2912947.000000001,250,5,211,34,36
new york,2020,1,2900479.999999999,330,12,259,59,36
new york,2020,2,2900479.999999999,306,10,244,52,36
new york,2020,3,2900479.999999999,243,12,180,51,36
new york,2020,4,2900479.999999999,76,1,64,11,36
new york,2020,5,2900479.999999999,219,7,181,31,36
new york,2020,6,2900479.999999999,180,8,147,25,36
new york,2020,7,2900479.999999999,231,11,178,42,36
new york,2020,8,2900479.999999999,280,15,213,52,36
new york,2020,9,2900479.999999999,212,20,139,53,36
new york,2020,10,2900479.999999999,241,15,162,64,36
new york,2020,11,2900479.999999999,177,15,126,36,36
new york,2020,12,2900479.999999999,189,15,134,40,36
new york,2021,1,2959603,145,15,86,44,36
new york,2021,2,2959603,166,19,87,60,36
new york,2021,3,2959603,196,40,103,53,36
new york,2021,4,2959603,181,24,100,57,36
new york,2021,5,2959603,196,19,118,59,36
new york,2021,6,2959603,214,34,118,62,36
new york,2021,7,2959603,193,34,108,51,36
new york,2021,8,2959603,239,30,142,67,36
new york,2021,9,2959603,189,21,102,66,36
new york,2021,10,2959603,176,24,93,59,36
new york,2021,11,2959603,147,24,84,39,36
new york,2021,12,2959603,161,18,87,56,36
new york,2022,1,3007280.9999999977,153,9,99,45,36
new york,2022,2,3007280.9999999977,182,22,110,50,36
new york,2022,3,3007280.9999999977,211,24,127,60,36
new york,2022,4,3007280.9999999977,213,23,129,61,36
new york,2022,5,3007280.9999999977,180,29,97,54,36
new york,2022,6,3007280.9999999977,256,26,148,82,36
new york,2022,7,3007280.9999999977,252,38,141,73,36
new york,2022,8,3007280.9999999977,239,28,140,71,36
new york,2022,9,3007280.9999999977,249,35,137,77,36
new york,2022,10,3007280.9999999977,226,34,127,65,36
new york,2022,11,3007280.9999999977,197,24,130,43,36
new york,2022,12,3007280.9999999977,186,29,111,46,36
new york,2023,1,3002424.0000000005,251,44,144,63,36
new york,2023,2,3002424.0000000005,258,36,155,67,36
new york,2023,3,3002424.0000000005,297,26,187,84,36
new york,2023,4,3002424.0000000005,253,32,158,63,36
new york,2023,5,3002424.0000000005,253,22,155,76,36
new york,2023,6,3002424.0000000005,286,35,174,77,36
new york,2023,7,3002424.0000000005,254,26,141,87,36
new york,2023,8,3002424.0000000005,313,17,212,84,36
new york,2023,9,3002424.0000000005,262,31,172,59,36
new york,2023,10,3002424.0000000005,256,35,146,75,36
new york,2023,11,3002424.0000000005,240,24,154,62,36
new york,2023,12,3002424.0000000005,227,30,129,68,36
new york,2024,1,3029957.0000000005,283,28,177,78,36
new york,2024,2,3029957.0000000005,273,28,164,81,36
new york,2024,3,3029957.0000000005,305,25,207,73,36
new york,2024,4,3029957.0000000005,253,26,166,61,36
new york,2024,5,3029957.0000000005,294,21,186,87,36
new york,2024,6,3029957.0000000005,278,31,182,65,36
new york,2024,7,3029957.0000000005,305,35,198,72,36
new york,2024,8,3029957.0000000005,280,26,177,77,36
new york,2024,9,3029957.0000000005,298,44,185,69,36
new york,2024,10,3029957.0000000005,296,34,200,62,36
new york,2024,11,3029957.0000000005,242,25,146,71,36
new york,2024,12,3029957.0000000005,269,29,173,67,36
north carolina,2018,1,5254187.000000001,564,44,158,362,37
north carolina,2018,2,5254187.000000001,603,37,178,388,37
north carolina,2018,3,5254187.000000001,596,42,165,389,37
north carolina,2018,4,5254187.000000001,600,34,198,368,37
north carolina,2018,5,5254187.000000001,624,40,201,383,37
north carolina,2018,6,5254187.000000001,662,42,252,368,37
north carolina,2018,7,5254187.000000001,658,53,236,369,37
north carolina,2018,8,5254187.000000001,787,52,289,446,37
north carolina,2018,9,5254187.000000001,729,37,282,410,37
