"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Nebraska"	"31"	"2019"	"2019"	86	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020 "	"2020"	120	Not Applicable	Not Applicable
	"Nevada"	"32"	"2008"	"2008"	278	Not Applicable	Not Applicable
	"Nevada"	"32"	"2009"	"2009"	328	Not Applicable	Not Applicable
	"Nevada"	"32"	"2010"	"2010"	347	Not Applicable	Not Applicable
	"Nevada"	"32"	"2011"	"2011"	391	Not Applicable	Not Applicable
	"Nevada"	"32"	"2012"	"2012"	336	Not Applicable	Not Applicable
	"Nevada"	"32"	"2013"	"2013"	377	Not Applicable	Not Applicable
	"Nevada"	"32"	"2014"	"2014"	319	Not Applicable	Not Applicable
	"Nevada"	"32"	"2015"	"2015"	362	Not Applicable	Not Applicable
	"Nevada"	"32"	"2016"	"2016"	388	Not Applicable	Not Applicable
	"Nevada"	"32"	"2017"	"2017"	399	Not Applicable	Not Applicable
	"Nevada"	"32"	"2018"	"2018"	372	Not Applicable	Not Applicable
	"Nevada"	"32"	"2019"	"2019"	371	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020 "	"2020"	444	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2008"	"2008"	59	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2009"	"2009"	90	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2010"	"2010"	108	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2011"	"2011"	115	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2012"	"2012"	86	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2013"	"2013"	104	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2014"	"2014"	145	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2015"	"2015"	225	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2016"	"2016"	260	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2017"	"2017"	232	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2018"	"2018"	221	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2019"	"2019"	210	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020 "	"2020"	217	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2008"	"2008"	392	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2009"	"2009"	124	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2010"	"2010"	456	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2011"	"2011"	502	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2012"	"2012"	634	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2013"	"2013"	724	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2014"	"2014"	673	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2015"	"2015"	749	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2016"	"2016"	1019	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2017"	"2017"	1453	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2018"	"2018"	1458	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2019"	"2019"	1322	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020 "	"2020"	1537	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2008"	"2008"	302	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2009"	"2009"	248	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2010"	"2010"	285	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2011"	"2011"	325	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2012"	"2012"	282	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2013"	"2013"	303	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2014"	"2014"	289	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2015"	"2015"	287	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2016"	"2016"	274	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2017"	"2017"	286	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2018"	"2018"	307	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2019"	"2019"	316	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020 "	"2020"	401	Not Applicable	Not Applicable
	"New York"	"36"	"2008"	"2008"	951	Not Applicable	Not Applicable
	"New York"	"36"	"2009"	"2009"	792	Not Applicable	Not Applicable
	"New York"	"36"	"2010"	"2010"	833	Not Applicable	Not Applicable
	"New York"	"36"	"2011"	"2011"	1072	Not Applicable	Not Applicable
	"New York"	"36"	"2012"	"2012"	1052	Not Applicable	Not Applicable
	"New York"	"36"	"2013"	"2013"	1186	Not Applicable	Not Applicable
	"New York"	"36"	"2014"	"2014"	1228	Not Applicable	Not Applicable
	"New York"	"36"	"2015"	"2015"	1411	Not Applicable	Not Applicable
	"New York"	"36"	"2016"	"2016"	1897	Not Applicable	Not Applicable
	"New York"	"36"	"2017"	"2017"	2172	Not Applicable	Not Applicable
	"New York"	"36"	"2018"	"2018"	1975	Not Applicable	Not Applicable
	"New York"	"36"	"2019"	"2019"	1823	Not Applicable	Not Applicable
	"New York"	"36"	"2020 "	"2020"	2567	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2008"	"2008"	613	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2009"	"2009"	657	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2010"	"2010"	602	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2011"	"2011"	644	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2012"	"2012"	655	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2013"	"2013"	631	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2014"	"2014"	694	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2015"	"2015"	772	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2016"	"2016"	1026	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2017"	"2017"	1278	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2018"	"2018"	1188	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2019"	"2019"	1244	Not Applicable	Not Applicable
	"North Carolina"	"37"	"2020 "	"2020"	1672	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2008"	"2008"	26	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2009"	"2009"	17	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2010"	"2010"	17	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2011"	"2011"	11	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2012"	"2012"	10	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2014"	"2014"	26	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2015"	"2015"	44	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2016"	"2016"	46	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2017"	"2017"	42	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2018"	"2018"	42	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2019"	"2019"	50	Not Applicable	Not Applicable
	"North Dakota"	"38"	"2020 "	"2020"	64	Not Applicable	Not Applicable
	"Ohio"	"39"	"2008"	"2008"	955	Not Applicable	Not Applicable
	"Ohio"	"39"	"2009"	"2009"	491	Not Applicable	Not Applicable
	"Ohio"	"39"	"2010"	"2010"	982	Not Applicable	Not Applicable
	"Ohio"	"39"	"2011"	"2011"	1074	Not Applicable	Not Applicable
	"Ohio"	"39"	"2012"	"2012"	1192	Not Applicable	Not Applicable
	"Ohio"	"39"	"2013"	"2013"	1271	Not Applicable	Not Applicable
	"Ohio"	"39"	"2014"	"2014"	1406	Not Applicable	Not Applicable
	"Ohio"	"39"	"2015"	"2015"	1703	Not Applicable	Not Applicable
	"Ohio"	"39"	"2016"	"2016"	2048	Not Applicable	Not Applicable
	"Ohio"	"39"	"2017"	"2017"	2995	Not Applicable	Not Applicable
	"Ohio"	"39"	"2018"	"2018"	2020	Not Applicable	Not Applicable
	"Ohio"	"39"	"2019"	"2019"	2158	Not Applicable	Not Applicable
	"Ohio"	"39"	"2020 "	"2020"	2746	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2008"	"2008"	351	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2009"	"2009"	413	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2010"	"2010"	424	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2011"	"2011"	374	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2012"	"2012"	405	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2013"	"2013"	412	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2014"	"2014"	454	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2015"	"2015"	430	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2016"	"2016"	435	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2017"	"2017"	487	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2018"	"2018"	442	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2019"	"2019"	330	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"2020 "	"2020"	414	Not Applicable	Not Applicable
	"Oregon"	"41"	"2008"	"2008"	249	Not Applicable	Not Applicable
	"Oregon"	"41"	"2009"	"2009"	269	Not Applicable	Not Applicable
	"Oregon"	"41"	"2010"	"2010"	247	Not Applicable	Not Applicable
	"Oregon"	"41"	"2011"	"2011"	286	Not Applicable	Not Applicable
	"Oregon"	"41"	"2012"	"2012"	256	Not Applicable	Not Applicable
	"Oregon"	"41"	"2013"	"2013"	260	Not Applicable	Not Applicable
	"Oregon"	"41"	"2014"	"2014"	269	Not Applicable	Not Applicable
	"Oregon"	"41"	"2015"	"2015"	261	Not Applicable	Not Applicable
	"Oregon"	"41"	"2016"	"2016"	289	Not Applicable	Not Applicable
	"Oregon"	"41"	"2017"	"2017"	278	Not Applicable	Not Applicable
	"Oregon"	"41"	"2018"	"2018"	317	Not Applicable	Not Applicable
	"Oregon"	"41"	"2019"	"2019"	337	Not Applicable	Not Applicable
	"Oregon"	"41"	"2020 "	"2020"	418	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2008"	"2008"	963	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2009"	"2009"	1043	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2010"	"2010"	1004	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2011"	"2011"	1184	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2012"	"2012"	1202	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2013"	"2013"	1231	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2014"	"2014"	1454	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2015"	"2015"	1664	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2016"	"2016"	2031	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2017"	"2017"	2913	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2018"	"2018"	2286	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2019"	"2019"	2136	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"2020 "	"2020"	2622	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2008"	"2008"	97	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2009"	"2009"	69	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2010"	"2010"	80	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2011"	"2011"	102	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2012"	"2012"	106	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2013"	"2013"	136	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2014"	"2014"	129	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2015"	"2015"	170	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2016"	"2016"	178	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2017"	"2017"	157	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2018"	"2018"	161	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2019"	"2019"	174	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"2020 "	"2020"	197	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2008"	"2008"	331	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2009"	"2009"	340	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2010"	"2010"	373	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2011"	"2011"	317	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2012"	"2012"	329	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2013"	"2013"	344	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2014"	"2014"	356	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2015"	"2015"	408	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2016"	"2016"	473	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2017"	"2017"	559	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2018"	"2018"	626	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2019"	"2019"	549	Not Applicable	Not Applicable
	"South Carolina"	"45"	"2020 "	"2020"	892	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2008"	"2008"	31	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2009"	"2009"	24	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2010"	"2010"	27	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2011"	"2011"	36	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2012"	"2012"	17	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2013"	"2013"	28	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2014"	"2014"	28	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2015"	"2015"	34	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2016"	"2016"	34	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2017"	"2017"	41	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2018"	"2018"	33	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2019"	"2019"	43	Not Applicable	Not Applicable
	"South Dakota"	"46"	"2020 "	"2020"	56	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2008"	"2008"	510	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2009"	"2009"	549	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2010"	"2010"	595	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2011"	"2011"	597	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2012"	"2012"	624	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2013"	"2013"	640	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2014"	"2014"	691	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2015"	"2015"	761	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2016"	"2016"	850	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2017"	"2017"	945	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2018"	"2018"	971	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2019"	"2019"	1073	Not Applicable	Not Applicable
	"Tennessee"	"47"	"2020 "	"2020"	1604	Not Applicable	Not Applicable
	"Texas"	"48"	"2008"	"2008"	1250	Not Applicable	Not Applicable
	"Texas"	"48"	"2009"	"2009"	1339	Not Applicable	Not Applicable
	"Texas"	"48"	"2010"	"2010"	1297	Not Applicable	Not Applicable
	"Texas"	"48"	"2011"	"2011"	1437	Not Applicable	Not Applicable
	"Texas"	"48"	"2012"	"2012"	1363	Not Applicable	Not Applicable
	"Texas"	"48"	"2013"	"2013"	1463	Not Applicable	Not Applicable
	"Texas"	"48"	"2014"	"2014"	1479	Not Applicable	Not Applicable
	"Texas"	"48"	"2015"	"2015"	1449	Not Applicable	Not Applicable
	"Texas"	"48"	"2016"	"2016"	1583	Not Applicable	Not Applicable
	"Texas"	"48"	"2017"	"2017"	1683	Not Applicable	Not Applicable
	"Texas"	"48"	"2018"	"2018"	1704	Not Applicable	Not Applicable
	"Texas"	"48"	"2019"	"2019"	1690	Not Applicable	Not Applicable
	"Texas"	"48"	"2020 "	"2020"	2206	Not Applicable	Not Applicable
	"Utah"	"49"	"2008"	"2008"	244	Not Applicable	Not Applicable
	"Utah"	"49"	"2009"	"2009"	275	Not Applicable	Not Applicable
	"Utah"	"49"	"2010"	"2010"	220	Not Applicable	Not Applicable
	"Utah"	"49"	"2011"	"2011"	255	Not Applicable	Not Applicable
	"Utah"	"49"	"2012"	"2012"	317	Not Applicable	Not Applicable
	"Utah"	"49"	"2013"	"2013"	329	Not Applicable	Not Applicable
	"Utah"	"49"	"2014"	"2014"	328	Not Applicable	Not Applicable
	"Utah"	"49"	"2015"	"2015"	313	Not Applicable	Not Applicable
	"Utah"	"49"	"2016"	"2016"	382	Not Applicable	Not Applicable
	"Utah"	"49"	"2017"	"2017"	345	Not Applicable	Not Applicable
	"Utah"	"49"	"2018"	"2018"	367	Not Applicable	Not Applicable
	"Utah"	"49"	"2019"	"2019"	300	Not Applicable	Not Applicable
	"Utah"	"49"	"2020 "	"2020"	305	Not Applicable	Not Applicable
	"Vermont"	"50"	"2008"	"2008"	43	Not Applicable	Not Applicable
	"Vermont"	"50"	"2009"	"2009"	31	Not Applicable	Not Applicable
	"Vermont"	"50"	"2010"	"2010"	29	Not Applicable	Not Applicable
	"Vermont"	"50"	"2011"	"2011"	34	Not Applicable	Not Applicable
	"Vermont"	"50"	"2012"	"2012"	42	Not Applicable	Not Applicable
	"Vermont"	"50"	"2013"	"2013"	55	Not Applicable	Not Applicable
	"Vermont"	"50"	"2014"	"2014"	40	Not Applicable	Not Applicable
	"Vermont"	"50"	"2015"	"2015"	53	Not Applicable	Not Applicable
	"Vermont"	"50"	"2016"	"2016"	57	Not Applicable	Not Applicable
	"Vermont"	"50"	"2017"	"2017"	72	Not Applicable	Not Applicable
	"Vermont"	"50"	"2018"	"2018"	74	Not Applicable	Not Applicable
	"Vermont"	"50"	"2019"	"2019"	57	Not Applicable	Not Applicable
	"Vermont"	"50"	"2020 "	"2020"	88	Not Applicable	Not Applicable
	"Virginia"	"51"	"2008"	"2008"	370	Not Applicable	Not Applicable
	"Virginia"	"51"	"2009"	"2009"	369	Not Applicable	Not Applicable
	"Virginia"	"51"	"2010"	"2010"	333	Not Applicable	Not Applicable
	"Virginia"	"51"	"2011"	"2011"	405	Not Applicable	Not Applicable
	"Virginia"	"51"	"2012"	"2012"	369	Not Applicable	Not Applicable
	"Virginia"	"51"	"2013"	"2013"	445	Not Applicable	Not Applicable
	"Virginia"	"51"	"2014"	"2014"	500	Not Applicable	Not Applicable
	"Virginia"	"51"	"2015"	"2015"	520	Not Applicable	Not Applicable
	"Virginia"	"51"	"2016"	"2016"	697	Not Applicable	Not Applicable
	"Virginia"	"51"	"2017"	"2017"	777	Not Applicable	Not Applicable
	"Virginia"	"51"	"2018"	"2018"	721	Not Applicable	Not Applicable
	"Virginia"	"51"	"2019"	"2019"	774	Not Applicable	Not Applicable
	"Virginia"	"51"	"2020 "	"2020"	1095	Not Applicable	Not Applicable
	"Washington"	"53"	"2008"	"2008"	564	Not Applicable	Not Applicable
	"Washington"	"53"	"2009"	"2009"	538	Not Applicable	Not Applicable
	"Washington"	"53"	"2010"	"2010"	499	Not Applicable	Not Applicable
	"Washington"	"53"	"2011"	"2011"	559	Not Applicable	Not Applicable
	"Washington"	"53"	"2012"	"2012"	537	Not Applicable	Not Applicable
	"Washington"	"53"	"2013"	"2013"	539	Not Applicable	Not Applicable
	"Washington"	"53"	"2014"	"2014"	549	Not Applicable	Not Applicable
	"Washington"	"53"	"2015"	"2015"	618	Not Applicable	Not Applicable
	"Washington"	"53"	"2016"	"2016"	667	Not Applicable	Not Applicable
	"Washington"	"53"	"2017"	"2017"	621	Not Applicable	Not Applicable
	"Washington"	"53"	"2018"	"2018"	637	Not Applicable	Not Applicable
	"Washington"	"53"	"2019"	"2019"	668	Not Applicable	Not Applicable
	"Washington"	"53"	"2020 "	"2020"	934	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2008"	"2008"	253	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2009"	"2009"	82	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2010"	"2010"	283	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2011"	"2011"	370	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2012"	"2012"	349	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2013"	"2013"	313	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2014"	"2014"	315	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2015"	"2015"	379	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2016"	"2016"	464	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2017"	"2017"	560	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2018"	"2018"	496	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2019"	"2019"	443	Not Applicable	Not Applicable
	"West Virginia"	"54"	"2020 "	"2020"	699	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2008"	"2008"	327	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2009"	"2009"	343	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2010"	"2010"	339	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2011"	"2011"	398	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2012"	"2012"	361	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2013"	"2013"	465	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2014"	"2014"	433	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2015"	"2015"	434	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2016"	"2016"	539	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2017"	"2017"	595	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2018"	"2018"	569	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2019"	"2019"	597	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"2020 "	"2020"	816	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2008"	"2008"	44	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2009"	"2009"	36	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2010"	"2010"	46	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2011"	"2011"	39	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2012"	"2012"	54	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2013"	"2013"	55	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2014"	"2014"	51	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2015"	"2015"	47	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2016"	"2016"	60	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2017"	"2017"	41	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2018"	"2018"	33	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2019"	"2019"	41	Not Applicable	Not Applicable
	"Wyoming"	"56"	"2020 "	"2020"	54	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - Drug/Alcohol Induced Causes: Drug poisonings (overdose) Unintentional (X40-X44); Drug poisonings (overdose) Suicide"
"(X60-X64); Drug poisonings (overdose) Undetermined (Y10-Y14)"
"Year/Month: Jan., 2008; Feb., 2008; Mar., 2008; Apr., 2008; May, 2008; Jun., 2008; Jan., 2009; Feb., 2009; Mar., 2009; Apr.,"
"2009; May, 2009; Jun., 2009; Jan., 2010; Feb., 2010; Mar., 2010; Apr., 2010; May, 2010; Jun., 2010; Jan., 2011; Feb., 2011;"
"Mar., 2011; Apr., 2011; May, 2011; Jun., 2011; Jan., 2012; Feb., 2012; Mar., 2012; Apr., 2012; May, 2012; Jun., 2012; Jan.,"
"2013; Feb., 2013; Mar., 2013; Apr., 2013; May, 2013; Jun., 2013; Jan., 2014; Feb., 2014; Mar., 2014; Apr., 2014; May, 2014;"
"Jun., 2014; Jan., 2015; Feb., 2015; Mar., 2015; Apr., 2015; May, 2015; Jun., 2015; Jan., 2016; Feb., 2016; Mar., 2016; Apr.,"
"2016; May, 2016; Jun., 2016; Jan., 2017; Feb., 2017; Mar., 2017; Apr., 2017; May, 2017; Jun., 2017; Jan., 2018; Feb., 2018;"
"Mar., 2018; Apr., 2018; May, 2018; Jun., 2018; Jan., 2019; Feb., 2019; Mar., 2019; Apr., 2019; May, 2019; Jun., 2019; Jan., 2020"
"; Feb., 2020 ; Mar., 2020 ; Apr., 2020 ; May, 2020 ; Jun., 2020"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Aug 4, 2023 10:02:02 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Aug 4, 2023 10:02:02 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"5. These items in the results table are not fully selected: 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018,"
"2019, 2020 . The Query Description lists the actual values selected."
"6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
